order_id,order_item_id,customer_id,order_date,order_month,order_year,sales_channel,region,order_status,product_id,product_name,category,quantity,unit_price,unit_cost,discount_percent,gross_revenue,discount_amount,net_revenue,cost,profit,profit_margin,average_order_value,payment_method,payment_status,is_returned,loyalty_tier,customer_segment,customer_total_revenue
O000010,OI0000021,C01463,2025-09-26,2025-09,2025,Online,South,Completed,P0115,Lightcoral Monitor Stand,Office,1,66.66,49.6,0,66.66,0.0,66.66,49.6,17.059999999999995,0.25592559255925584,1189.98,Credit Card,Paid,False,Silver,VIP,2636.7415
O000011,OI0000022,C00549,2024-10-08,2024-10,2024,Marketplace,Northeast,Completed,P0029,Royalblue Air Purifier,Home,1,35.33,21.58,0,35.33,0.0,35.33,21.58,13.75,0.3891876592131333,601.946,Buy Now Pay Later,Paid,False,Bronze,VIP,3237.062
O000011,OI0000023,C00549,2024-10-08,2024-10,2024,Marketplace,Northeast,Completed,P0010,Orchid Usb Hub,Electronics,3,236.09,100.66,20,708.27,141.654,566.616,301.98,264.63599999999997,0.4670464653310178,601.946,Buy Now Pay Later,Paid,False,Bronze,VIP,3237.062
O000012,OI0000024,C01429,2024-12-11,2024-12,2024,Marketplace,West,Completed,P0067,Palevioletred Body Lotion,Beauty,1,33.07,19.77,5,33.07,1.6535000000000002,31.4165,19.77,11.6465,0.3707128419779415,31.4165,Paypal,Pending,False,Bronze,VIP,4057.24
O000013,OI0000025,C00898,2025-08-19,2025-08,2025,Mobile App,Midwest,Completed,P0033,Darkviolet Throw Blanket,Home,2,211.78,114.87,5,423.56,21.178,402.382,229.74,172.642,0.4290500072070818,402.382,Buy Now Pay Later,Paid,False,Platinum,VIP,6558.7175
O000014,OI0000026,C00269,2024-11-25,2024-11,2024,Retail Store,West,Completed,P0070,Rosybrown Face Serum,Beauty,4,131.06,75.18,0,524.24,0.0,524.24,300.72,223.51999999999998,0.4263696017091408,938.9775,Gift Card,Paid,False,Bronze,VIP,6294.717
O000014,OI0000027,C00269,2024-11-25,2024-11,2024,Retail Store,West,Completed,P0086,Teal Resistance Bands,Sports,1,263.23,167.09,10,263.23,26.323000000000004,236.907,167.09,69.81700000000001,0.29470214050239124,938.9775,Gift Card,Paid,False,Bronze,VIP,6294.717
O000014,OI0000028,C00269,2024-11-25,2024-11,2024,Retail Store,West,Completed,P0025,Lavender Throw Blanket,Home,1,187.19,125.9,5,187.19,9.3595,177.8305,125.9,51.930499999999995,0.292022459589328,938.9775,Gift Card,Paid,False,Bronze,VIP,6294.717
O000015,OI0000029,C00968,2025-05-03,2025-05,2025,Mobile App,Midwest,Completed,P0055,Palegoldenrod Performance Hoodie,Apparel,2,150.07,98.61,25,300.14,75.035,225.105,197.22,27.88499999999999,0.12387552475511425,676.783,Paypal,Paid,False,Silver,Loyal,826.8530000000001
O000015,OI0000030,C00968,2025-05-03,2025-05,2025,Mobile App,Midwest,Completed,P0016,Hotpink Smart Watch,Electronics,2,182.65,108.43,5,365.3,18.265,347.035,216.86,130.175,0.3751062572939329,676.783,Paypal,Paid,False,Silver,Loyal,826.8530000000001
O000015,OI0000031,C00968,2025-05-03,2025-05,2025,Mobile App,Midwest,Completed,P0011,Brown Headphones,Electronics,1,116.27,72.14,10,116.27,11.627,104.643,72.14,32.503,0.31060844968129736,676.783,Paypal,Paid,False,Silver,Loyal,826.8530000000001
O000016,OI0000032,C00265,2023-06-26,2023-06,2023,Mobile App,West,Completed,P0026,Navajowhite Desk Lamp,Home,1,187.78,112.59,20,187.78,37.556000000000004,150.224,112.59,37.633999999999986,0.25051922462456055,1254.594,Buy Now Pay Later,Paid,False,Bronze,VIP,5349.6410000000005
O000016,OI0000033,C00265,2023-06-26,2023-06,2023,Mobile App,West,Completed,P0015,Saddlebrown Smart Watch,Electronics,1,147.82,103.39,0,147.82,0.0,147.82,103.39,44.42999999999999,0.30056825869300496,1254.594,Buy Now Pay Later,Paid,False,Bronze,VIP,5349.6410000000005
O000016,OI0000034,C00265,2023-06-26,2023-06,2023,Mobile App,West,Completed,P0120,Lavenderblush Desk Organizer,Office,2,123.81,98.52,0,247.62,0.0,247.62,197.04,50.58000000000001,0.20426459898231164,1254.594,Buy Now Pay Later,Paid,False,Bronze,VIP,5349.6410000000005
O000016,OI0000035,C00265,2023-06-26,2023-06,2023,Mobile App,West,Completed,P0088,Royalblue Water Bottle,Sports,3,236.31,102.24,0,708.9300000000001,0.0,708.9300000000001,306.71999999999997,402.2100000000001,0.5673479751174306,1254.594,Buy Now Pay Later,Paid,False,Bronze,VIP,5349.6410000000005
O000017,OI0000036,C01012,2023-07-26,2023-07,2023,Retail Store,West,Completed,P0045,Azure Graphic Tee,Apparel,2,354.19,170.05,15,708.38,106.25699999999999,602.123,340.1,262.023,0.43516524032465126,1009.046,Credit Card,Paid,False,Gold,VIP,3891.088
O000017,OI0000037,C01012,2023-07-26,2023-07,2023,Retail Store,West,Completed,P0033,Darkviolet Throw Blanket,Home,1,211.78,114.87,0,211.78,0.0,211.78,114.87,96.91,0.45759750684672773,1009.046,Credit Card,Paid,False,Gold,VIP,3891.088
O000017,OI0000038,C01012,2023-07-26,2023-07,2023,Retail Store,West,Completed,P0004,Dimgray Usb Hub,Electronics,2,114.79,53.81,15,229.58,34.437,195.14300000000003,107.62,87.52300000000002,0.4485069923082048,1009.046,Credit Card,Paid,False,Gold,VIP,3891.088
O000018,OI0000039,C00535,2023-02-07,2023-02,2023,Retail Store,Midwest,Completed,P0103,Oldlace Standing Desk Mat,Office,1,100.44,47.01,0,100.44,0.0,100.44,47.01,53.43,0.5319593787335722,1353.3755,Debit Card,Pending,False,Bronze,VIP,7054.2885
O000018,OI0000040,C00535,2023-02-07,2023-02,2023,Retail Store,Midwest,Completed,P0117,Darkblue Desk Organizer,Office,1,252.27,158.43,0,252.27,0.0,252.27,158.43,93.84,0.3719823998097277,1353.3755,Debit Card,Pending,False,Bronze,VIP,7054.2885
O000018,OI0000041,C00535,2023-02-07,2023-02,2023,Retail Store,Midwest,Completed,P0088,Royalblue Water Bottle,Sports,3,236.31,102.24,0,708.9300000000001,0.0,708.9300000000001,306.71999999999997,402.2100000000001,0.5673479751174306,1353.3755,Debit Card,Pending,False,Bronze,VIP,7054.2885
O000018,OI0000042,C00535,2023-02-07,2023-02,2023,Retail Store,Midwest,Completed,P0028,Lightsteelblue Storage Bin,Home,1,307.09,179.34,5,307.09,15.3545,291.7355,179.34,112.3955,0.3852650774417237,1353.3755,Debit Card,Pending,False,Bronze,VIP,7054.2885
O000019,OI0000043,C00131,2025-10-28,2025-10,2025,Retail Store,Northeast,Completed,P0083,Mediumturquoise Resistance Bands,Sports,1,63.1,34.73,0,63.1,0.0,63.1,34.73,28.370000000000005,0.4496038034865294,370.91949999999997,Credit Card,Paid,False,Silver,VIP,4450.3955
O000019,OI0000044,C00131,2025-10-28,2025-10,2025,Retail Store,Northeast,Completed,P0057,Black Running Socks,Apparel,3,95.09,41.82,15,285.27,42.790499999999994,242.47949999999997,125.46000000000001,117.01949999999997,0.48259543590282883,370.91949999999997,Credit Card,Paid,False,Silver,VIP,4450.3955
O000019,OI0000045,C00131,2025-10-28,2025-10,2025,Retail Store,Northeast,Completed,P0019,Slateblue Smart Watch,Electronics,2,36.3,22.04,10,72.6,7.26,65.33999999999999,44.08,21.25999999999999,0.32537496173859803,370.91949999999997,Credit Card,Paid,False,Silver,VIP,4450.3955
O000020,OI0000046,C00997,2023-09-05,2023-09,2023,Retail Store,South,Completed,P0052,Darkgreen Trail Jacket,Apparel,2,142.04,68.52,15,284.08,42.611999999999995,241.468,137.04,104.428,0.4324713833717097,241.468,Paypal,Paid,False,Bronze,VIP,1922.4889999999998
O000021,OI0000047,C00310,2023-04-06,2023-04,2023,Online,Midwest,Returned,P0001,Lightslategray Smart Watch,Electronics,2,58.62,26.48,5,117.24,5.862,111.378,52.96,58.418,0.5245021458456787,645.7620000000001,Buy Now Pay Later,Refunded,True,Bronze,VIP,4442.4345
O000021,OI0000048,C00310,2023-04-06,2023-04,2023,Online,Midwest,Returned,P0032,Saddlebrown Cookware Set,Home,4,148.44,75.4,10,593.76,59.376000000000005,534.384,301.6,232.784,0.43561184466600794,645.7620000000001,Buy Now Pay Later,Refunded,True,Bronze,VIP,4442.4345
O000022,OI0000049,C00228,2025-06-15,2025-06,2025,Online,West,Completed,P0062,Goldenrod Face Serum,Beauty,2,274.98,138.35,20,549.96,109.99200000000002,439.968,276.7,163.26800000000003,0.3710906247727108,1538.124,Credit Card,Pending,False,Silver,VIP,6676.801
O000022,OI0000050,C00228,2025-06-15,2025-06,2025,Online,West,Completed,P0046,Paleturquoise Denim Shirt,Apparel,2,310.17,133.53,5,620.34,31.017000000000003,589.323,267.06,322.263,0.5468359456528932,1538.124,Credit Card,Pending,False,Silver,VIP,6676.801
O000022,OI0000051,C00228,2025-06-15,2025-06,2025,Online,West,Completed,P0063,Burlywood Body Lotion,Beauty,4,8.2,5.54,10,32.8,3.28,29.519999999999996,22.16,7.359999999999996,0.24932249322493213,1538.124,Credit Card,Pending,False,Silver,VIP,6676.801
O000022,OI0000052,C00228,2025-06-15,2025-06,2025,Online,West,Completed,P0117,Darkblue Desk Organizer,Office,2,252.27,158.43,5,504.54,25.227000000000004,479.313,316.86,162.45299999999997,0.33892884190497646,1538.124,Credit Card,Pending,False,Silver,VIP,6676.801
O000023,OI0000054,C01039,2023-07-28,2023-07,2023,Online,Northeast,Completed,P0065,Cornsilk Sunscreen,Beauty,1,270.21,125.01,15,270.21,40.531499999999994,229.67849999999999,125.01,104.66849999999998,0.4557174485204318,229.67849999999999,Paypal,Pending,False,Silver,VIP,1854.048
O000024,OI0000055,C00322,2024-02-25,2024-02,2024,Retail Store,Midwest,Completed,P0024,Wheat Cookware Set,Home,1,169.87,104.81,10,169.87,16.987000000000002,152.883,104.81,48.07300000000001,0.3144430708450253,152.883,Paypal,Paid,False,Bronze,VIP,1877.961
O000025,OI0000056,C00316,2025-10-17,2025-10,2025,Retail Store,Northeast,Completed,P0101,Springgreen Standing Desk Mat,Office,2,338.95,156.07,0,677.9,0.0,677.9,312.14,365.76,0.5395486059890839,1005.288,Credit Card,Pending,False,Bronze,VIP,4561.6105
O000025,OI0000057,C00316,2025-10-17,2025-10,2025,Retail Store,Northeast,Completed,P0077,Maroon Face Serum,Beauty,2,9.56,6.81,10,19.12,1.9120000000000001,17.208000000000002,13.62,3.5880000000000027,0.2085076708507672,1005.288,Credit Card,Pending,False,Bronze,VIP,4561.6105
O000025,OI0000058,C00316,2025-10-17,2025-10,2025,Retail Store,Northeast,Completed,P0059,Powderblue Graphic Tee,Apparel,1,310.18,133.96,0,310.18,0.0,310.18,133.96,176.22,0.5681217357663292,1005.288,Credit Card,Pending,False,Bronze,VIP,4561.6105
O000026,OI0000059,C00852,2024-02-18,2024-02,2024,Online,West,Completed,P0060,Chartreuse Performance Hoodie,Apparel,4,306.49,149.27,20,1225.96,245.192,980.768,597.08,383.688,0.3912117850500832,1145.153,Debit Card,Paid,False,Gold,VIP,7073.5145
O000026,OI0000060,C00852,2024-02-18,2024-02,2024,Online,West,Completed,P0016,Hotpink Smart Watch,Electronics,1,182.65,108.43,10,182.65,18.265,164.385,108.43,55.954999999999984,0.34038993825470687,1145.153,Debit Card,Paid,False,Gold,VIP,7073.5145
O000027,OI0000061,C01035,2024-11-30,2024-11,2024,Mobile App,Midwest,Completed,P0060,Chartreuse Performance Hoodie,Apparel,2,306.49,149.27,0,612.98,0.0,612.98,298.54,314.44,0.5129694280400665,612.98,Buy Now Pay Later,Paid,False,Bronze,VIP,3377.775
O000028,OI0000062,C01290,2025-04-29,2025-04,2025,Mobile App,Midwest,Completed,P0070,Rosybrown Face Serum,Beauty,1,131.06,75.18,5,131.06,6.553000000000001,124.507,75.18,49.327,0.3961785281148851,288.0425,Debit Card,Paid,False,Bronze,VIP,1976.301
O000028,OI0000063,C01290,2025-04-29,2025-04,2025,Mobile App,Midwest,Completed,P0079,Cyan Face Serum,Beauty,1,28.55,21.67,0,28.55,0.0,28.55,21.67,6.879999999999999,0.24098073555166372,288.0425,Debit Card,Paid,False,Bronze,VIP,1976.301
O000028,OI0000064,C01290,2025-04-29,2025-04,2025,Mobile App,Midwest,Completed,P0085,Floralwhite Yoga Mat,Sports,1,142.09,59.82,5,142.09,7.104500000000001,134.9855,59.82,75.16550000000001,0.5568412903608166,288.0425,Debit Card,Paid,False,Bronze,VIP,1976.301
O000029,OI0000065,C00283,2025-05-13,2025-05,2025,Marketplace,South,Completed,P0015,Saddlebrown Smart Watch,Electronics,3,147.82,103.39,10,443.46,44.346000000000004,399.114,310.17,88.94399999999996,0.22285362077000548,1333.237,Paypal,Paid,False,Silver,VIP,2033.4205
O000029,OI0000066,C00283,2025-05-13,2025-05,2025,Marketplace,South,Completed,P0115,Lightcoral Monitor Stand,Office,4,66.66,49.6,0,266.64,0.0,266.64,198.4,68.23999999999998,0.25592559255925584,1333.237,Paypal,Paid,False,Silver,VIP,2033.4205
O000029,OI0000067,C00283,2025-05-13,2025-05,2025,Marketplace,South,Completed,P0011,Brown Headphones,Electronics,1,116.27,72.14,10,116.27,11.627,104.643,72.14,32.503,0.31060844968129736,1333.237,Paypal,Paid,False,Silver,VIP,2033.4205
O000029,OI0000068,C00283,2025-05-13,2025-05,2025,Marketplace,South,Completed,P0107,Palegreen Desk Organizer,Office,4,140.71,82.95,0,562.84,0.0,562.84,331.8,231.04000000000002,0.4104896595835406,1333.237,Paypal,Paid,False,Silver,VIP,2033.4205
O000030,OI0000069,C00061,2025-07-28,2025-07,2025,Marketplace,Midwest,Completed,P0042,Red Denim Shirt,Apparel,2,79.85,35.8,0,159.7,0.0,159.7,71.6,88.1,0.5516593613024421,561.167,Credit Card,Paid,False,Silver,VIP,2720.424
O000030,OI0000070,C00061,2025-07-28,2025-07,2025,Marketplace,Midwest,Completed,P0051,Indianred Performance Hoodie,Apparel,1,104.92,60.39,15,104.92,15.738,89.182,60.39,28.792,0.3228454172366621,561.167,Credit Card,Paid,False,Silver,VIP,2720.424
O000030,OI0000071,C00061,2025-07-28,2025-07,2025,Marketplace,Midwest,Completed,P0062,Goldenrod Face Serum,Beauty,1,274.98,138.35,0,274.98,0.0,274.98,138.35,136.63000000000002,0.49687249981816867,561.167,Credit Card,Paid,False,Silver,VIP,2720.424
O000030,OI0000072,C00061,2025-07-28,2025-07,2025,Marketplace,Midwest,Completed,P0114,Khaki Planner,Office,1,41.45,23.84,10,41.45,4.1450000000000005,37.305,23.84,13.465,0.36094357324755394,561.167,Credit Card,Paid,False,Silver,VIP,2720.424
O000031,OI0000073,C00174,2025-11-25,2025-11,2025,Retail Store,Northeast,Cancelled,P0034,Lightblue Desk Lamp,Home,2,265.11,120.64,15,530.22,79.533,450.687,241.28,209.407,0.46463953919238854,1139.797,Gift Card,Paid,False,Bronze,VIP,3436.2999999999997
O000031,OI0000074,C00174,2025-11-25,2025-11,2025,Retail Store,Northeast,Cancelled,P0102,Darkviolet Notebook Pack,Office,1,195.72,100.75,25,195.72,48.93,146.79,100.75,46.03999999999999,0.3136453436882621,1139.797,Gift Card,Paid,False,Bronze,VIP,3436.2999999999997
O000031,OI0000075,C00174,2025-11-25,2025-11,2025,Retail Store,Northeast,Cancelled,P0101,Springgreen Standing Desk Mat,Office,2,338.95,156.07,20,677.9,135.58,542.3199999999999,312.14,230.17999999999995,0.42443575748635487,1139.797,Gift Card,Paid,False,Bronze,VIP,3436.2999999999997
O000032,OI0000076,C00126,2023-12-03,2023-12,2023,Marketplace,West,Completed,P0063,Burlywood Body Lotion,Beauty,2,8.2,5.54,5,16.4,0.82,15.579999999999998,11.08,4.499999999999998,0.28883183568677784,840.0330000000001,Buy Now Pay Later,Paid,False,Unassigned,VIP,3610.6655
O000032,OI0000077,C00126,2023-12-03,2023-12,2023,Marketplace,West,Completed,P0108,Forestgreen Notebook Pack,Office,2,299.87,137.39,5,599.74,29.987000000000002,569.753,274.78,294.97300000000007,0.5177208369240707,840.0330000000001,Buy Now Pay Later,Paid,False,Unassigned,VIP,3610.6655
O000032,OI0000078,C00126,2023-12-03,2023-12,2023,Marketplace,West,Completed,P0031,Lightyellow Air Purifier,Home,1,254.7,145.72,0,254.7,0.0,254.7,145.72,108.97999999999999,0.427875932469572,840.0330000000001,Buy Now Pay Later,Paid,False,Unassigned,VIP,3610.6655
O000033,OI0000080,C01294,2023-11-06,2023-11,2023,Retail Store,Northeast,Completed,P0029,Royalblue Air Purifier,Home,2,35.33,21.58,10,70.66,7.066,63.593999999999994,43.16,20.433999999999997,0.3213196213479259,241.114,Paypal,Pending,False,Silver,Loyal,1135.615
O000033,OI0000081,C01294,2023-11-06,2023-11,2023,Retail Store,Northeast,Completed,P0118,Tan Desk Organizer,Office,1,177.52,114.17,0,177.52,0.0,177.52,114.17,63.35000000000001,0.35686119873817035,241.114,Paypal,Pending,False,Silver,Loyal,1135.615
O000034,OI0000082,C00705,2024-09-15,2024-09,2024,Online,Midwest,Returned,P0016,Hotpink Smart Watch,Electronics,3,182.65,108.43,5,547.95,27.397500000000004,520.5525,325.29,195.2625,0.3751062572939329,849.3225,Paypal,Refunded,True,Bronze,VIP,3609.38
O000034,OI0000083,C00705,2024-09-15,2024-09,2024,Online,Midwest,Returned,P0016,Hotpink Smart Watch,Electronics,2,182.65,108.43,10,365.3,36.53,328.77,216.86,111.90999999999997,0.34038993825470687,849.3225,Paypal,Refunded,True,Bronze,VIP,3609.38
O000035,OI0000085,C00914,2023-10-28,2023-10,2023,Mobile App,West,Completed,P0079,Cyan Face Serum,Beauty,2,28.55,21.67,0,57.1,0.0,57.1,43.34,13.759999999999998,0.24098073555166372,296.99600000000004,Buy Now Pay Later,Paid,False,Bronze,VIP,8454.512
O000035,OI0000086,C00914,2023-10-28,2023-10,2023,Mobile App,West,Completed,P0108,Forestgreen Notebook Pack,Office,1,299.87,137.39,20,299.87,59.974000000000004,239.89600000000002,137.39,102.50600000000003,0.42729349384733395,296.99600000000004,Buy Now Pay Later,Paid,False,Bronze,VIP,8454.512
O000036,OI0000087,C01329,2025-06-24,2025-06,2025,Marketplace,Midwest,Completed,P0025,Lavender Throw Blanket,Home,2,187.19,125.9,0,374.38,0.0,374.38,251.8,122.57999999999998,0.3274213366098616,374.38,Debit Card,Paid,False,Silver,VIP,2462.9935
O000037,OI0000088,C01101,2023-06-22,2023-06,2023,Retail Store,Northeast,Completed,P0106,Yellow Planner,Office,4,56.39,27.98,5,225.56,11.278,214.282,111.92,102.36200000000001,0.47769761342529937,214.282,Paypal,Paid,False,Silver,VIP,4659.7065
O000038,OI0000089,C00438,2023-09-16,2023-09,2023,Online,Midwest,Completed,P0014,Darkcyan Headphones,Electronics,1,189.67,104.55,10,189.67,18.967,170.70299999999997,104.55,66.15299999999998,0.38753273228941487,802.823,Paypal,Pending,False,Bronze,VIP,6244.9400000000005
O000038,OI0000090,C00438,2023-09-16,2023-09,2023,Online,Midwest,Completed,P0048,Darkviolet Running Socks,Apparel,2,316.06,150.66,0,632.12,0.0,632.12,301.32,330.8,0.5233183572739354,802.823,Paypal,Pending,False,Bronze,VIP,6244.9400000000005
O000039,OI0000091,C00048,2024-11-28,2024-11,2024,Online,South,Completed,P0071,Darkseagreen Hair Dryer,Beauty,3,66.14,34.77,10,198.42000000000002,19.842000000000002,178.578,104.31,74.268,0.4158854954137688,708.813,Credit Card,Paid,False,Bronze,VIP,4513.5585
O000039,OI0000092,C00048,2024-11-28,2024-11,2024,Online,South,Completed,P0117,Darkblue Desk Organizer,Office,2,252.27,158.43,0,504.54,0.0,504.54,316.86,187.68,0.3719823998097277,708.813,Credit Card,Paid,False,Bronze,VIP,4513.5585
O000039,OI0000093,C00048,2024-11-28,2024-11,2024,Online,South,Completed,P0079,Cyan Face Serum,Beauty,1,28.55,21.67,10,28.55,2.8550000000000004,25.695,21.67,4.024999999999999,0.15664526172407078,708.813,Credit Card,Paid,False,Bronze,VIP,4513.5585
O000040,OI0000094,C00623,2024-06-13,2024-06,2024,Marketplace,South,Completed,P0030,Peachpuff Cookware Set,Home,1,90.28,41.7,0,90.28,0.0,90.28,41.7,48.58,0.5381036774479397,504.897,Paypal,Paid,False,Unassigned,VIP,4998.175
O000040,OI0000095,C00623,2024-06-13,2024-06,2024,Marketplace,South,Completed,P0075,White Body Lotion,Beauty,1,134.51,78.21,15,134.51,20.176499999999997,114.33349999999999,78.21,36.12349999999999,0.31594851902548243,504.897,Paypal,Paid,False,Unassigned,VIP,4998.175
O000040,OI0000096,C00623,2024-06-13,2024-06,2024,Marketplace,South,Completed,P0068,Lightseagreen Sunscreen,Beauty,1,103.65,44.29,5,103.65,5.182500000000001,98.4675,44.29,54.1775,0.5502069210653261,504.897,Paypal,Paid,False,Unassigned,VIP,4998.175
O000040,OI0000097,C00623,2024-06-13,2024-06,2024,Marketplace,South,Completed,P0117,Darkblue Desk Organizer,Office,1,252.27,158.43,20,252.27,50.45400000000001,201.816,158.43,43.385999999999996,0.21497799976215956,504.897,Paypal,Paid,False,Unassigned,VIP,4998.175
O000041,OI0000098,C00532,2023-05-03,2023-05,2023,Retail Store,Midwest,Completed,P0027,Burlywood Throw Blanket,Home,3,283.79,152.07,0,851.3700000000001,0.0,851.3700000000001,456.21,395.16000000000014,0.46414602346805744,1712.8595000000003,Gift Card,Paid,False,Bronze,VIP,4049.471
O000041,OI0000099,C00532,2023-05-03,2023-05,2023,Retail Store,Midwest,Completed,P0005,Darkviolet Smart Watch,Electronics,1,181.52,92.02,0,181.52,0.0,181.52,92.02,89.50000000000001,0.493058616130454,1712.8595000000003,Gift Card,Paid,False,Bronze,VIP,4049.471
O000041,OI0000100,C00532,2023-05-03,2023-05,2023,Retail Store,Midwest,Completed,P0055,Palegoldenrod Performance Hoodie,Apparel,3,150.07,98.61,5,450.21,22.5105,427.6995,295.83,131.86950000000002,0.30832278270140606,1712.8595000000003,Gift Card,Paid,False,Bronze,VIP,4049.471
